face_uuid,match_file,match_score,model,distance_metric,number_of_hits
30a3b04b-0377-44d2-8135-21df4718b311,laschet_armin.jpeg,0.5787475325654615,Facenet512,euclidean_l2,38
29e5ef8d-c48e-48af-9d42-1245e7243c22,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.6742863005102261,Facenet512,euclidean_l2,38
f2e3bf26-73e8-4cab-bd9c-29959867fbc2,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.7994569554742387,Facenet512,euclidean_l2,36
9f1e586a-19cf-4a1b-a5b3-241b93a368f2,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.8947740101182574,Facenet512,euclidean_l2,28
e16948dd-56df-4ec6-b043-d2a34f88c0ae,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,1.0156475400443672,Facenet512,euclidean_l2,2
1caa9d37-5ec2-402a-b844-20c75cf40186,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.46565878887354567,Facenet512,euclidean_l2,38
0bcb9399-e265-4342-aff0-9c83606eace2,laschet_armin.jpeg,1.0103399605622312,Facenet512,euclidean_l2,4
259f613a-3fd0-4f5c-8898-6e7720f54258,c1a12a4c-30ca-47ec-b1c5-11409ded5262.png,0.717794696320458,Facenet512,euclidean_l2,40
4f42dece-0781-40b8-9287-1b979882b4af,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.5728352502259123,Facenet512,euclidean_l2,40
79d3ae76-a9bf-4c83-95ff-384b9ab6c28a,laschet_armin.jpeg,0.5531691956031897,Facenet512,euclidean_l2,40
